Product,Vendor,Category,Ship From,Ship To,Sold,Price Range,Price per unit,Payment Options,Shipping
1-1000gr x 3-CMC Metaphedrone - 96%,SuperMarioTM,Stimulants > Other,France,Worldwide,2,15-4600 EUR,4 EUR for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
1-1000gr x CRYSTAL METH ICE SHARDS - 95%,SuperMarioTM,Stimulants > Meth,France,Worldwide,3,30-17500 EUR,17 EUR for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
1-1000gr x 4-MMC MEPHEDRONE ROCKS - 99%,SuperMarioTM,Stimulants > Other,France,Worldwide,5,10-5000 EUR,5 EUR for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
1-500tb x Blotters 350 �g Reborn Needlepoint Crystal 99% Labtested,DrugStar,Psychedelics > LSD,Europe,Worldwide,1,6-625 EUR,1 EUR for 1tb, Escrow MultiSig,Shipping Stealth Quality Commo
1pks x BIG PACK US DOLLARS BILLS PSD TEMPLATES + BONUS,Hacky,Fakebase > Money,Europe,Worldwide,4,15 USD,,,
1pcs x 1 Gram Cocaine,qubestus,Stimulants > Cocaine,United States,Worldwide,15,15 USD,,,
3.5-28gr x Golden Emperor 3.5g 10$,grownwithlove,Psychedelics > Shrooms,Canada,United States and 1 more,1,10-80 USD,2 USD for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
"250-500pls x OgGOATS 250x-500x OG CARTEL M30 OXY BLUE PRESSES, BEST ON DM",Oggoat,Opioids > Pills,United States,United States,1,745-1360 USD,2 USD for 1pls,,
"500-5000pls x OgGOAT 500x-5k BIG SALE- Cartel M30 30mg,Ck otr lstgs 4 diff $$",Oggoat,Opioids > Pills,United States,United States,4,1360-9450 USD,1 USD for 1pls,,
90pls x 90 pill Alprazolam 2.0mg farmapram sealed bottle On SALE ! NEW A Out of stock,icebox,Benzos > Pills,United States,Worldwide,1,170 USD,1 USD for 1pls, Escrow MultiSig,Shipping Stealth Quality Commo
7-28gr x Crystal Meth pure quality uncut directly from cook! Out of stock,icebox,Stimulants > Meth,United States,United States,7,55-145 USD,5 USD for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
90-360pls x Klonopin Clonazepam Rivotril 2mg UK to UK,gotmilk,Benzos > Pills,United Kingdom,United Kingdom,1,295-586 USD,1 USD for 1pls,,
1-28gr x MDMA - Pharmaceutical grade ~99% purity - GRAMS,empathogene,Ecstasy > MDMA,Canada,Canada,3,25-504 CAD,18 CAD for 1gr,,
1-100pcs x Google Voice,thiagsig1,Fraud > Accounts/Bank Drops,,4,0,3 USD for 1pcs,,,
10-30tb x Vidalista (Tadalafil) 20mg blister strips AKA The Weekender,FASTmedsUK,Prescription > ED Sex Meds,United Kingdom,United Kingdom,1,12-30 GBP,1 GBP for 1tb,,
15-45tb x Alprazolam (Xanax) Ksalol 1mg x 15 blister strips,FASTmedsUK,Benzos > Pills,United Kingdom,United Kingdom,3,14-31 GBP,0 GBP for 1tb,,
1-500pls x Pharma Grade Xanax 2mg UK NDD,lysanderspooner,Benzos > Xanax,United Kingdom,Worldwide,2,1-250 GBP,0 GBP for 1pls, Escrow MultiSig,Shipping Stealth Quality Commo
1-30tb x LSD tabs 250ug,lysanderspooner,Psychedelics > LSD,United Kingdom,Worldwide,1,6-100 GBP,3 GBP for 1tb, Escrow MultiSig,Shipping Stealth Quality Commo
1-100pls x Adderall 30mg IR UK NDD,lysanderspooner,Stimulants > Adderall,United Kingdom,Worldwide,2,9-290 GBP,2 GBP for 1pls, Escrow MultiSig,Shipping Stealth Quality Commo
1pcs x Kohls,logmaster,Physical Items > CVV/Cards,United States,Worldwide,1,8.5 USD,,,
1pcs x Office Depot rewards,logmaster,Physical Items > CVV/Cards,United States,Worldwide,1,2.5 USD,,,
1pcs x Hilton Honors Reward Points,logmaster,Physical Items > CVV/Cards,United States,Worldwide,4,5 USD,,,
1pcs x Southwest Airlines Rewards,logmaster,Physical Items > CVV/Cards,United States,Worldwide,4,10 USD,,,
1pcs x Domino's Rewards,logmaster,Physical Items > CVV/Cards,United States,Worldwide,7,3.5 USD,,,
1pcs x USA Business Fullz,logmaster,Physical Items > CVV/Cards,United States,Worldwide,1,20 USD,,,
1pcs x Marriott Bonvoy Reward Points,logmaster,Physical Items > CVV/Cards,United States,Worldwide,4,11 USD,,,
1pcs x Hilton Honors + CC,logmaster,Physical Items > CVV/Cards,United States,Worldwide,9,6 USD,,,
50-200gr x PrEmiUm BiScOttI ShAkE FlAvOuRs,Thedudesspecialstash,Cannabis > Shake,United Kingdom,Worldwide,0,Sold: 3,80-300 GBP,1 GBP for 1gr  FE,Shipping Stealth Quality Commo
1-25pcs x Sex Wax | THC Lube | 500mgs topical,aKiNDercare,Cannabis > Topicals,United States,United States and 2 more,1,25-437.5 USD,17 USD for 1pcs, Escrow MultiSig,Shipping Stealth Quality Commo
5-250pcs x 250mg THC Capsules,aKiNDercare,Cannabis > Edibles,United States,United States and 2 more,1,25-562.5 USD,2 USD for 1pcs, Escrow MultiSig,Shipping Stealth Quality Commo
5-25pcs x THC Hard Candies | 500mg,aKiNDercare,Cannabis > Edibles,United States,United States and 2 more,3,20-80 USD,3 USD for 1pcs, Escrow MultiSig,Shipping Stealth Quality Commo
2-100gr x 2 x 1g. Distillate Carts - 85% THC,aKiNDercare,Cannabis > Vape Carts,United States,United States and 2 more,4,27-1000 USD,10 USD for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
100pls x Pharmacy RP 10MG Oxycodone x 100pills us2us,blacknoir1100,Opioids > OxyCodone,United States,North America and 1 more,1,220 USD,2 USD for 1pls, Escrow MultiSig,Shipping Stealth Quality Commo
250gr x 25T / 250G MALANA CREAM HASH,BudwayIN,Cannabis > Hash,India,India,1,1060 USD,4 USD for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
100gr x 10T / 100G MALANA CREAM HASH,BudwayIN,Cannabis > Hash,India,India,2,460 USD,4 USD for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
1-56gr x ????Purple Skunk-18-20% THC ??UK2????,SnifferDawg,Cannabis > Buds/Flowers,United Kingdom,Europe,2,10-425 GBP,7 GBP for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
1-28gr x ????Cocaine - Pure Columbian Fishscale - 93%????,SnifferDawg,Stimulants > Cocaine,United Kingdom,Europe,24,60-1500 GBP,53 GBP for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
1-25pls x ????Tapentadol 150mg - Potent Opiod ??UK2????,SnifferDawg,Opioids > Pills,United Kingdom,Europe,4,1.5-32.5 GBP,1 GBP for 1pls, Escrow MultiSig,Shipping Stealth Quality Commo
10-100pls x ????Xa�ax 4 Bar 2mg ???? UK2UK&EU????,SnifferDawg,Benzos > Xanax,United Kingdom,Europe,4,20-100 GBP,1 GBP for 1pls, Escrow MultiSig,Shipping Stealth Quality Commo
25-500pls x ????Diazepam- 10mg Roche ??UK2UK&EU????,SnifferDawg,Benzos > Pills,United Kingdom,Europe,18,15-225 GBP,0 GBP for 1pls, Escrow MultiSig,Shipping Stealth Quality Commo
7-84gr x ????Amphetamine Dutch Speed Paste 84%??UK2UK&EU????,SnifferDawg,Stimulants > Amphetamine,United Kingdom,Europe,8,20-250 GBP,2 GBP for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
10-40pls x ???? Gabapentin 600mg Tablets ??UK2UK&EU????,SnifferDawg,Prescription > Pain Medication,United Kingdom,Europe,1,20-55 GBP,1 GBP for 1pls, Escrow MultiSig,Shipping Stealth Quality Commo
1gr x Amnesia Haze 5g,SocialPharma1,Cannabis > Buds/Flowers,United Kingdom,United Kingdom,1,25 GBP,,,
1pcs x How To Grow Weed,MansGotBands,Guides/Tutorials > Other,,,1,5 CAD,,,
25-5000pls x US Adderall IR 30mg EXPRESS SHIP,superwave,Stimulants > Adderall,United States,United States,133,95-3500 USD,0 USD for 1pls,,
1-28gr x Untouched Cocaine Pure,opentable,Stimulants > Cocaine,United States,United States,50,58-920 USD,32 USD for 1gr,,
"50-250pls x OgGOAT 50-250xBIG SALE- Cartel M30 30mg,Ck otr lstgs 4 diff $$",Oggoat,Opioids > Pills,United States,United States,24,164.5-795 USD,3 USD for 1pls,,
1-48oz x ?? Platinum Kush ??,NancyBotwin2023,Cannabis > Buds/Flowers,United States,United States,15,89-2949 USD,61 USD for 1oz,,
25-4000pls x Xanax X2 Bars 4mg NO FENT USA Domestic,atomics,Benzos > Xanax,United States,United States,20,60-2800 USD,0 USD for 1pls, Escrow MultiSig,Shipping Stealth Quality Commo
100-1000pls x ($0.7-$1) B974 30MG IR ADDERALL PRESS,DaddyBiden,Stimulants > Adderall,United States,United States,18,100-700 USD,0 USD for 1pls,,
1-500pls x B974 Adderall - 30MG (Strong),KindPeople,Stimulants > Adderall,United States,United States,11,6-1500 USD,3 USD for 1pls, Escrow MultiSig,Shipping Stealth Quality Commo
1-600tb x 105ug LSD blotter tabs = GammaGoblin The Goblin Gift,BrainCandy,Psychedelics > LSD,United States,United States,15,3-1500 USD,2 USD for 1tb, Escrow MultiSig,Shipping Stealth Quality Commo
1-28gr x Champagne MDMA,KindPeople,Ecstasy > MDMA,United States,United States,10,57-1400 USD,50 USD for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
10-5000gr x Speed Amphetamine Paste Cherry *Thebreakingbad's Origin*,breakingbad,Stimulants > Amphetamine,Germany,Worldwide,10,8.5-1850 EUR,0 EUR for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
1-10pks x Farmapram 90ct Jars - Authentic Pharmaceutical Alprazolam Xanax,boogieshoes,Benzos > Xanax,United States,United States,26,200-1800 USD,180 USD for 1pks,,
3.5-28gr x Organic Golden Teacher Magic Mushrooms,ShroomTown,Psychedelics > Shrooms,United States,United States,22,25-85 USD,3 USD for 1gr,,
1-1000gr x KETAMINE S-ISOMER SHARDS - 89%,SuperMarioTM,Dissociatives > Ketamine,France,Worldwide,21,10-4800 EUR,4 EUR for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
0.5-1000gr x TOPBOYS BOLIVIAN COCAINE FLAKES 92%,TOPBOY,Stimulants > Cocaine,Germany,Worldwide,45,35-38000 EUR,38 EUR for 1gr,,
1gr x Nothing To See Here SOLD OUT! Out of stock,duckdopego,Stimulants > Meth,United States,United States,16,0.5 USD,,,
1gr x Nothing to See Here! ALL SOLD OUT! Out of stock,duckdopego,Stimulants > Other,United States,United States,11,0.5 USD,,,
1-28gr x Ice Crystal Meth A++ Methamphetamine,JOYinc,Stimulants > Meth,United States,United States,24,30-420 USD,15 USD for 1gr,,
1-1000gr x 3MMC Metaphedrone 97% (FREE SHIPPING),TopShellNL,Stimulants > 3-MMC,Germany,Worldwide,16,25-5500 EUR,5 EUR for 1gr,,
100-10000tb x LSD 110ug geltabs and blotters,psychonut,Psychedelics > LSD,United States,United States and 1 more,7,200-8500 USD,0 USD for 1tb, Escrow FE,MultiSig Shipping Stealth Quality Commo
1-56gr x Purple MDMA Molly rocks,opentable,Ecstasy > MDMA,United States,United States,19,42-1300 USD,23 USD for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
25-1000pcs x Green S903 2-3 Mg Per Bar Alprazolam! Free Shipping,Cookiesncream,Benzos > Xanax,United States,United States,30,61-780 USD,0 USD for 1pcs,,
1-28gr x Organic Purple Punch,UKOrganic,Cannabis > Buds/Flowers,United Kingdom,United Kingdom,5,8-190 GBP,6 GBP for 1gr,,
20-100gr x CRITICAL BILBO X AK47,mrmaster55,Cannabis > Buds/Flowers,Spain,Worldwide,5,100-440 EUR,4 EUR for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
20-1000gr x GREN POISON TOP,mrmaster55,Cannabis > Buds/Flowers,Spain,Worldwide,6,100-3200 EUR,3 EUR for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
1-200pls x XTC Pills MDMA Tesla Minions Pop Smoke Punisher,opentable,Ecstasy > Pills,United States,United States,7,14-1980 USD,9 USD for 1pls,,
7-28gr x Private Reserve OG Littles,StrainPirate,Cannabis > Buds/Flowers,United States,United States,5,50-75 USD,2 USD for 1gr,,
1-100gr x ? Psilocybe Cubensis Magic Mushrooms ?,ash_williams,Psychedelics > Shrooms,Europe,Worldwide,7,6-300 USD,3 USD for 1gr, Escrow FE,Shipping Stealth Quality Commo
0.5gr x [FREE SAMPLE] Ketamine S-isomer Needles 100% pure,ketocrisis,Dissociatives > Ketamine,United Kingdom,Worldwide,5,1 GBP,2 GBP for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
1-28gr x Crystal! TOP SHELF!,duckdopego,Stimulants > Meth,United States,United States,42,35-420 USD,15 USD for 1gr,,
1gr x Black Tar Heroin - New batch - 04/20/24,MadamPsychosis,Opioids > Heroin,United States,United States,30,100 USD,,,
25-1000pls x *PHARMA QUALITY* -FLASH SALE 30MG Adderall B-974 *NO METH*,RANSOM12C,Stimulants > Adderall,United States,United States,23,75-1100 USD,1 USD for 1pls, Escrow MultiSig,Shipping Stealth Quality Commo
1-1000gr x Ketamine Needles S-Isomer *High Quality Thebreakingbad*,breakingbad,Dissociatives > Ketamine,Germany,Worldwide,33,6-2180 EUR,2 EUR for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
1-250gr x Crystal Meth EF Shards Mexico 94% *High Quality Breakingbad*,breakingbad,Stimulants > Meth,Germany,Worldwide,8,15-2425 EUR,9 EUR for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
"1-1000pls x BC 25mg 2C-B pills, Super strong! real 2cb!",BusinessClass,Psychedelics > 2C-B,United Kingdom,Worldwide,13,3.99-1799.99 GBP,1 GBP for 1pls,,
15-60pls x Pharma Pregabalin X 300mg capsules,exclusivepharma,Opioids > Pills,United Kingdom,Worldwide,7,17-35 GBP,0 GBP for 1pls,,
1-56gr x Ketamine Rock Racemic,opentable,Dissociatives > Ketamine,United States,United States,9,42-1519 USD,27 USD for 1gr,,
5-40gr x Fruity Juice - 100% organic outdoor,MrGr33nThumb,Cannabis > Buds/Flowers,France,France,6,40-200 EUR,5 EUR for 1gr,,
20-80pls x 0.25g Magic Mushroom Blend Microdosing Capsules UK,DiscoJuice,Psychedelics > Shrooms,United Kingdom,United Kingdom,5,40-145 GBP,1 GBP for 1pls, Escrow MultiSig,Shipping Stealth Quality Commo
1-15gr x ?90%+PURE COLOMBIAN COCAINE? ?? ?? ? from 58�/gram.,easydrugseurope,Stimulants > Cocaine,Spain,Europe and 5 more,17,70-945 EUR,63 EUR for 1gr,,
10-1000pls x Xanax Alprazolam 2mg !!FREE WW SHIPPING!!,ScotchAndCoca,Benzos > Xanax,Germany,Worldwide,0,Sold: 9,24-900 EUR,0 EUR for 1pls  FE,Shipping Stealth Quality Commo
1-16oz x GMO Cookies ($44 Oz) CRAZY DEAL!!! Limited Time!!!,ExoticAlienPacks,Cannabis > Buds/Flowers,United States,United States,9,44-649 USD,40 USD for 1oz,,
1-250gr x Pure 2C-B HCl Powder !!FREE WW SHIPPING!!,ScotchAndCoca,Psychedelics > 2C-B,Germany,Worldwide,0,Sold: 16,69-9375 EUR,37 EUR for 1gr  FE,Shipping Stealth Quality Commo
7-28gr x SHAKE / Megamix of 15 strains / DreamWeaver,DreamWeaver,Cannabis > Shake,United Kingdom,Worldwide,6,25-60 GBP,2 GBP for 1gr,,
10-100tb x 20mg 4F-MPH gel tabs (SPEED gels),timemachine2024,Stimulants > Meth,United States,Worldwide,3,75-300 USD,3 USD for 1tb,,
10-1000gr x ?Pure Amphetamine Speed Paste 92% ?LordoftheRings?,LordoftheRings,Stimulants > Amphetamine,Germany,Worldwide,4,12-600 EUR,0 EUR for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
1-250gr x Colombian Cocaine Pure !!FREE WW SHIPPING!!,ScotchAndCoca,Stimulants > Cocaine,Germany,Worldwide,0,Sold: 7,59-9624 EUR,38 EUR for 1gr  FE,Shipping Stealth Quality Commo
0.25-4gr x Heroin Afghan Best of the Best 99 purity,cmoney345,Opioids > Heroin,United States,United States,17,11-800 USD,44 USD for 1gr,,
1-112gr x Ketamine Needles Shards,opentable,Dissociatives > Ketamine,United States,United States,47,40-2500 USD,22 USD for 1gr,,
1-100gr x ??HEROIN IRAN BOMB / PURE HEROIN FROM BRICK \ DARKDOCTOR?,Darkdoctor,Opioids > Heroin,Germany,Worldwide,11,18-1700 EUR,17 EUR for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
1oz x Durban Poison Greenhouse,StrainPirate,Cannabis > Buds/Flowers,United States,United States,5,55 USD,,,
10-1000gr x ??SPEED PASTE / UNCUT TOP NOTCH QUALITY \ DARKDOCTOR?,Darkdoctor,Stimulants > Amphetamine,Germany,Worldwide,19,12.5-610 EUR,0 EUR for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
20-80pcs x Canna Cubes - 20x30mg - 5 flavours - (600mg Distillate),terrorpin,Cannabis > Edibles,United Kingdom,Worldwide,11,25-80 USD,1 USD for 1pcs, Escrow MultiSig,Shipping Stealth Quality Commo
1-28gr x 100% PURE WASHED LAVADA COCAINE * THE CLEANEST & BEST COCAINE,RANSOM12C,Stimulants > Cocaine,United States,United States,10,100-1750 USD,62 USD for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
120pls x TRAMADOL CITRA 100mg 100 PILLS + ?!20 FREE PILLS!?,PharmacyL,Opioids > Pills,United States,United States,15,115 USD,0 USD for 1pls,,
20-200pls x Blue Xanax B707 3-4mg bars Fluapl,sexman66,Benzos > Xanax,United States,United States,2,50-280 USD,1 USD for 1pls, Escrow MultiSig,Shipping Stealth Quality Commo
20-200pls x White Greenstone Limited Pharmaceuticals G3722 4mg Xanax Alprazo,sexman66,Benzos > Xanax,United States,United States,4,55-310 USD,1 USD for 1pls, Escrow MultiSig,Shipping Stealth Quality Commo
3.5gr x INTRO OFFER ? BOLIVIAN COCAINE ? 90%+ PURITY!! UK-UK,Everylittlehelps,Stimulants > Cocaine,United Kingdom,United Kingdom,4,150 GBP,42 GBP for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
1-50gr x Lemon HAZE PROMO,realganjamen,Cannabis > Buds/Flowers,Germany,Germany,2,7-350 EUR,7 EUR for 1gr,,
100-1000pls x ($0.7-$1) DP 30MG IR ADDERALL PRESS,DaddyBiden,Stimulants > Adderall,United States,United States,2,100-700 USD,0 USD for 1pls,,
1-16oz x MoonRocks,APEMAN420,Cannabis > Buds/Flowers,United States,United States,2,100-1360 USD,85 USD for 1oz,,
3.5-224gr x (3.5g - 224g) AMNESIA HAZE - UNITED KINGDOM NEXT DAY,Maling47,Cannabis > Buds/Flowers,United Kingdom,United Kingdom,2,29.5-1344.5 GBP,6 GBP for 1gr, Escrow FE,MultiSig Shipping Stealth Quality Commo
100-900pls x 100 - 900 Blue Xanax B707 4mg Bromazolam USA to USA,stixdr,Benzos > Pills,United States,United States,3,125-827 USD,0 USD for 1pls,,
1-5000gr x ? KETAMINE SHINE SUGAR ? LAB TESTED ? [FREE SHIPPING] ? SALE!!!!,DutchPharmacist1,Dissociatives > Ketamine,Germany,Worldwide,3,11-9230 EUR,1 EUR for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
1gr x Haze My Brain by yodiweed Fr-Www,yodiweed,Cannabis > Buds/Flowers,France,Worldwide,2,13 EUR,,,
1-64oz x Crystal Cleer Meth,CrystalCleer,Stimulants > Meth,United States,Worldwide,32,150-6000 USD,93 USD for 1oz,,
5-1000gr x Dry Dutch Speed 75% (FREE SHIPPING),TopShellNL,Stimulants > Amphetamine,Germany,Worldwide,26,35-2950 EUR,2 EUR for 1gr,,
20-1000gr x INDOOR AMNESIA HAZE PRO,mrmaster55,Cannabis > Buds/Flowers,Spain,Worldwide,6,100-3200 EUR,3 EUR for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
1oz x ? PROMO $55/oz ? Shrooms (penis envy + other flavors) ?,mayehessman,Psychedelics > Shrooms,United States,United States and 3 more,15,55 USD,,,
1-1000gr x DUTCH COCA COLA MDMA 84%,dutchquality,Ecstasy > MDMA,Europe,Worldwide,5,9.99-3500 EUR,3 EUR for 1gr,,
10-1000gr x ?? Highest Purity Speed ?? Amphetamine Paste | AAA+,onlinee,Stimulants > Amphetamine,Germany,Worldwide,3,15.5-626 EUR,0 EUR for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
10-1000gr x Pure Speed Amphetamine Paste 94% Top Quality Thebreakingbad,breakingbad,Stimulants > Amphetamine,Germany,Worldwide,31,11-620 EUR,0 EUR for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
10-5000gr x Speed Amphetamine Paste 74% *Thebreakingbad's Original*,breakingbad,Stimulants > Amphetamine,Germany,Worldwide,7,8.5-1850 EUR,0 EUR for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
3.5-250gr x Pink Starburst / an experience you must try,Greenlightdistrictgld,Cannabis > Buds/Flowers,United Kingdom,United Kingdom,3,21.5-800 GBP,3 GBP for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
10-10000tb x LSD White Fluff Tabs 150ug 10 - 10000 tabs 11 ug's available!!,ScotchAndCoca,Psychedelics > LSD,Germany,Worldwide,0,Sold: 4,35-13000 EUR,1 EUR for 1tb  FE,Shipping Stealth Quality Commo
0.5-250gr x BC METHAMPHETAMINE CRYSTAL METH - PURE HQ ICE,BusinessClass,Stimulants > Meth,United Kingdom,Worldwide,8,13.99-2999.99 GBP,11 GBP for 1gr,,
0.5-1000gr x Colombian Cocaine 88% (FREE SHIPPING),TopShellNL,Stimulants > Cocaine,Germany,Worldwide,10,35-38000 EUR,38 EUR for 1gr,,
10-5000tb x LSD 110ug (DS-3.0 xtl CC Print) -10% DISCOUNT NOW ACTIVE,GungaDin,Psychedelics > LSD,United Kingdom,United Kingdom,7,14.85-5445 USD,1 USD for 1tb,,
1-1000gr x 1g - 1000g Pure Colombian Cocaine Sale,IAmThirdEye,Stimulants > Cocaine,United States,United States,42,49.99-21000 USD,21 USD for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
5-1000gr x MDMA Cola Color 88% From Brabant/NL *Top Notch breakingbad*,breakingbad,Ecstasy > MDMA,Germany,Worldwide,11,14.5-1960 EUR,1 EUR for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
1-50gr x COLOMBIAN COCAINE HIGH QUALITY,zurdovilla,Stimulants > Cocaine,Switzerland,Worldwide,6,90-3250 EUR,65 EUR for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
1-112gr x Ketamine Sugar Powder Isomer High Quality,opentable,Dissociatives > Ketamine,United States,United States,9,55-3800 USD,33 USD for 1gr,,
1-125gr x SUPERIOR COLUMBIAN FISHSCALE *94%* MELTS ON YOUR FINGERTIPS,RANSOM12C,Stimulants > Cocaine,United States,United States,8,72-3995 USD,31 USD for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
1-50tb x 2mg Bromazolam gel tabs (BEST ON MARKET),timemachine2024,Benzos > Pills,United States,Worldwide,26,3-80 USD,1 USD for 1tb,,
1-50gr x O.G KUSH PROMO,realganjamen,Cannabis > Buds/Flowers,Germany,Germany,1,7-350 EUR,7 EUR for 1gr,,
1-1000gr x Ketamine Sugar Cut S-Isomer *High Quality Thebreakingbad*,breakingbad,Dissociatives > Ketamine,Germany,Worldwide,17,6-2180 EUR,2 EUR for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
1-250gr x Crystal Meth EF Shards 92% (Mexican) ?? SuperMarket ??,Supermarket,Stimulants > Meth,Germany,Worldwide,2,18-3000 EUR,12 EUR for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
5-1000gr x MDMA Pure Champagne Rocks (Dutch) 87% ?? SuperMarket ??,Supermarket,Ecstasy > MDMA,Germany,Worldwide,3,14.5-1948 EUR,1 EUR for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
2-1000gr x 4-MMC Mephedrone !NEW BATCH! Crystal rocks !LAB TESTED 97% Pure!,ScotchAndCoca,Stimulants > Mephedrone,Germany,Worldwide,0,Sold: 2,44-4800 EUR,4 EUR for 1gr  FE,Shipping Stealth Quality Commo
50tb x floxip 250mg (generic ciprofloxacin),truegenerics,Prescription > Other,India,Worldwide,1,22 USD,0 USD for 1tb, Escrow MultiSig,Shipping Stealth Quality Commo
"10-200pcs x Study Pills, 15mg Adderall",triptotheunknown,Stimulants > Adderall,Germany,Europe and 4 more,3,25-400 USD,2 USD for 1pcs,,
25-5000gr x Handmade SPEED PASTE - Absolutely Pure - Best Quality!,Stoffland,Stimulants > Amphetamine,Germany,Europe,2,75-4000 EUR,0 EUR for 1gr, Escrow MultiSig,Shipping Stealth Quality Commo
5-100pls x Grey Maserati - Blueberry flavour - 300mg,TheHeine,Ecstasy > Pills,Netherlands,"Europe, Asia and 2 more",2,22.5-220 EUR,2 EUR for 1pls,,
